key,value_right
814,0.43086209153803334
11,0.8967142898401224
317,0.07128027005516391
591,0.9546600300333075
215,0.6546930814313482
338,0.3800745089372053
775,0.19715412657287734
990,0.4791832294435999
660,0.19455832318530097
80,0.16633160774314215
726,0.6173517574129742
484,0.5230847245817847
373,0.6700960346109417
975,0.9296058774219892
709,0.5322602133390402
199,0.5809320532627977
536,0.08962633915494211
465,0.7176357859086295
88,0.3999052068041562
267,0.9767252386625789
654,0.8231740155956603
570,0.5224810405161183
921,0.12322265417216605
488,0.8594157932805891
876,0.7997810954240216
537,0.184585129537033
46,0.2952782892203101
287,0.7934072581478373
777,0.18522844654740966
15,0.9177524891713773
710,0.4245274251963619
400,0.08703896258765864
918,0.8157486435042809
793,0.3735096830383876
980,0.526499194153781
85,0.11230434441121917
249,0.002584014844982385
390,0.6379852057932976
781,0.5151751703337316
334,0.5935385691231472
628,0.7937438503805163
518,0.6466059134228601
136,0.17477344282737717
882,0.3607725191105998
687,0.9058911047877604
839,0.7699447002516789
497,0.5566370579367172
826,0.2556449978092723
726,0.30206050183479505
476,0.7319580675856345
593,0.8511742608527708
222,0.6714246695306144
989,0.8095299757684418
371,0.766656135200406
934,0.14970396795695773
994,0.423944812913302
401,0.15298380082856267
442,0.2352355848019848
489,0.8692596246510526
614,0.47289196563318214
272,0.5353581018426609
525,0.17844596522777212
158,0.312271786048796
151,0.23024616842786993
994,0.20618616451842642
619,0.6379607933159701
187,0.2568838476457148
812,0.6320154860204185
97,0.058454614108553904
130,0.14177439352710186
804,0.2745402540001254
170,0.5970469168956917
935,0.675841245087376
985,0.4427169667795271
182,0.44579091457722897
982,0.7245168513986181
363,0.01582109176558244
38,0.34109002447422054
526,0.8187070571192328
887,0.6032194102133722
496,0.3372271327554204
515,0.9055247923296739
348,0.7726227274493825
981,0.2648954472367334
920,0.6452898375257169
396,0.5957507281889567
721,0.4011879140389827
160,0.36695607920480067
15,0.34356047477570395
492,0.6171557833956468
425,0.4424099364806695
107,0.831863113251422
893,0.6696026161339619
449,0.06993160570943413
310,0.6401682238281661
738,0.2711474365001848
169,0.5928119916534227
545,0.6801319311034514
413,0.23082918915401207
250,0.45685864488036865
758,0.1903248628190678
780,0.05233887578650831
140,0.3784764234858691
273,0.362944271845992
415,0.995480490704257
607,0.44635235119764216
738,0.3335695494722004
890,0.5804750067166746
38,0.08876739410776846
813,0.9616657359548132
28,0.6349600455910331
957,0.7548378199408478
476,0.17047793817391754
317,0.4094778530052039
244,0.42268911339618953
747,0.8218064439010868
696,0.0012366797594094425
271,0.30085310835325507
439,0.9812363743443039
747,0.4748865435062186
238,0.38252628024400825
376,0.11982900201764635
265,0.9741646286280156
925,0.02002635592582447
920,0.7371802250072431
358,0.7685998047885084
339,0.24365671606386663
388,0.6715584436130373
576,0.09292914437938993
989,0.25704726643207987
688,0.787901988292265
2,0.8646861920335402
428,0.6084864126597913
141,0.5068384318204826
375,0.1593040206189803
669,0.06310903307915017
323,0.11764902847355863
145,0.22735730009609878
957,0.34167450189692083
292,0.3809095255109872
664,0.34632176858900354
431,0.2390553321972656
704,0.5097242467516981
948,0.8252861082328968
974,0.2797035384714792
584,0.9423870191022331
398,0.8733366617238478
816,0.1617642113521096
888,0.7862759567570945
343,0.5745873823177666
963,0.5665753621714186
139,0.3910427630581744
186,0.5011529991820097
804,0.39717877742921104
60,0.5397326187599428
996,0.6279500527726358
938,0.6743038064090484
379,0.5324811925594262
709,0.7214220673287317
806,0.1412780492755058
439,0.21198249090223853
318,0.8187350040742701
301,0.3225279778464152
343,0.022893824976120247
10,0.1537911496680311
61,0.22361443449631124
844,0.9573228878945872
225,0.5730414289308493
152,0.9327307404762548
710,0.5751633504966249
563,0.4793544401378518
771,0.31372769119409605
570,0.6063709444333756
583,0.13919802461752984
659,0.898261627292706
860,0.8293324051412837
574,0.31753144787673704
309,0.9527975276012943
884,0.8252007674155681
242,0.6663068858350397
492,0.12176191112527479
365,0.4782340230480723
329,0.5061075548467509
106,0.2325513583653801
225,0.07996539435930194
824,0.7767236304716927
217,0.12203505212439503
936,0.5942907505617747
752,0.9364491738836606
505,0.8761051925980425
258,0.27775262374926113
887,0.8514486375512653
773,0.0003325061204894064
516,0.01768780961325722
772,0.602553163842865
53,0.3647982191445295
46,0.38646084115914714
726,0.5644410906788825
688,0.19178245559186058
520,0.21175535066547835
98,0.4846015870188647
19,0.754253544343863
889,0.6194977514075877
752,0.2973550482368389
572,0.4303371775089212
890,0.1706647585499984
489,0.07462981433708171
418,0.7826960407441492
689,0.2653874091881946
849,0.1777663878512482
61,0.6916180555693193
144,0.618051674287186
215,0.6331896260134641
2,0.22889460484661361
159,0.232645538562681
738,0.22080262978563914
997,0.1737525956622945
780,0.6557236725616563
119,0.8480158852494014
892,0.7243174696766612
88,0.7920936337605432
328,0.4047984290851998
579,0.6540757953719981
909,0.35423624044477453
356,0.52550462196864
609,0.4816348465348623
266,0.1768871451438544
616,0.3870787603356308
951,0.963822275482351
322,0.24858025771494208
634,0.13380373627948872
987,0.4185806216239353
540,0.7903377358601481
648,0.5821482297799723
194,0.6809748272382445
920,0.1896948481746772
737,0.6189481930077215
331,0.32350039491147375
169,0.8343033659547675
520,0.6292988060107362
462,0.1988562777752959
39,0.06461667984408614
536,0.042633209287032736
260,0.37140856765014074
394,0.2658511366543135
954,0.646090123462508
225,0.4993338349786183
983,0.2660192780053807
123,0.14923777795017612
974,0.1271997626874496
37,0.8646603921404177
327,0.24347796840486724
250,0.6517106479109683
900,0.8106859279862663
175,0.6140813111847361
601,0.8595652316469458
913,0.3923937215284745
453,0.9562221906489483
36,0.13314500417809694
315,0.1021495296575381
687,0.6586921462074435
972,0.9428311414132617
795,0.8088834616363281
964,0.07641685943805143
972,0.2793677139347164
592,0.9303188848378237
113,0.25305843280078455
39,0.7811704237869193
300,0.8251321959287038
223,0.4954521034609818
317,0.3863489098483155
348,0.45012443241975963
114,0.22696469436536415
697,0.8893909161288442
322,0.4506196567297579
567,0.8824594404560998
39,0.10569347990627409
865,0.9882752710001314
39,0.44327308744361826
858,0.04783082039410547
972,0.038021848237454914
748,0.7462072574818386
288,0.6590355342036808
261,0.8021305581275875
215,0.10536753395280596
146,0.03557086703554835
335,0.5085792894475785
167,0.38759523148276953
91,0.46194693667095577
352,0.991588408870274
570,0.9707499576706702
570,0.9423153896731928
815,0.7838426767676738
680,0.3548413602568904
780,0.4121309302627716
362,0.5496160437189245
556,0.8305344564048399
344,0.06871283251826776
692,0.4242968858848881
169,0.08261766345926869
355,0.5146575865735116
190,0.8989008240062354
666,0.7824849245639379
421,0.22784241754310997
699,0.9759908495987925
6,0.6673503980464284
132,0.010427699397403067
746,0.2554134846852195
556,0.26071329991991654
825,0.06925430628585993
760,0.959826518075929
30,0.47825529457592375
534,0.895814597371882
425,0.32221550344462835
393,0.12523357043282712
671,0.4743361099062139
362,0.11395663471431716
436,0.4860155029775399
669,0.9202971812194077
550,0.5207681418342127
926,0.6164997268950835
81,0.1566384369738083
355,0.043735625879969486
257,0.11080796217980704
717,0.5985315756843657
588,0.09501169899230466
988,0.3759928899413114
523,0.550091940458156
294,0.38865279862984703
961,0.16368380146530148
223,0.2737913075141065
524,0.928317532848577
45,0.6759822755863554
666,0.49604783867988655
112,0.012714889986893518
232,0.9924154004894702
16,0.6714549348946433
359,0.31692247734494494
222,0.8792686599978382
865,0.2584316202918181
699,0.5440165791827516
447,0.6360707637298251
855,0.22106337145372845
364,0.9783972788005959
674,0.7481919059789975
325,0.5578132255110699
466,0.18059459817530088
413,0.053858206998026126
454,0.32005983252098347
585,0.7531873359134028
232,0.26933129830202507
223,0.5395562204955051
993,0.7279471767307432
830,0.10794371464646435
411,0.6852980161158734
571,0.0918708877100447
334,0.9651297421269965
221,0.4883941300649396
36,0.15067610770987738
988,0.3423836360335465
277,0.41341644929526145
195,0.7581850110765374
915,0.7434237860766093
863,0.611940505337331
483,0.10593071255849296
241,0.15156937158767358
323,0.09375692064555663
730,0.5771727832875501
191,0.877138441511404
16,0.4338005122547718
523,0.1608481739577462
917,0.558042325148967
400,0.8117522168657099
905,0.74171206151293
885,0.8814507796750214
704,0.27790209724886783
21,0.19395386726777486
473,0.8798164859419387
119,0.6575603127780231
209,0.31092893000755417
305,0.7423480505725092
269,0.8151183844803679
703,0.6149782403411324
686,0.6878841098799151
284,0.3752599044426663
715,0.5386956673430391
675,0.5241591707261622
762,0.8480477911307719
226,0.8399639802821826
947,0.8326804693470432
380,0.011031614262465794
459,0.7495454844688882
6,0.7586763901110049
28,0.6783788228551418
906,0.7562646578914526
32,0.8419703714967087
645,0.47031905410178565
878,0.5020502134884471
78,0.12471405691139048
927,0.3853758830473618
946,0.6433651799117843
458,0.7803997761472745
569,0.21720909769121055
982,0.1378228991592354
537,0.6630420045004922
481,0.0018798835249106416
429,0.17837258430732983
737,0.029071380343953734
284,0.16688511785487092
515,0.18131927992550523
976,0.3876735947503942
98,0.40232712468655596
396,0.8742624706102378
488,0.5101097124988252
38,0.7234047656122863
270,0.10413735792028744
886,0.22543875546369385
796,0.7029434409786768
156,0.05280396046852809
74,0.4865976622437531
883,0.5993689656629339
799,0.602145644052481
129,0.02293281126804203
686,0.3221080042291855
973,0.636490651049154
83,0.14899973614924344
21,0.6954156483280532
458,0.7459252088136745
538,0.9819691904461453
706,0.20984199485640942
848,0.8251306676661152
381,0.520296576918654
747,0.37346259614417343
439,0.12237675732517794
603,0.7355056064875376
988,0.2358575991436871
20,0.37142200187304575
302,0.06254222689736844
975,0.801366915819519
868,0.7665885239716433
954,0.7336158300423125
83,0.29944351049188667
773,0.17348007426595724
658,0.6375532644702298
952,0.49616638411321945
452,0.17825246690464158
386,0.6859112710498637
506,0.9911264318213037
256,0.7472195877420377
569,0.7399863866856118
891,0.9503127529305917
933,0.2029363675749022
526,0.5655499649214404
161,0.9796467150338835
956,0.16529411097017455
162,0.700251959444521
831,0.585810145971902
792,0.586479092188707
791,0.6976706275200751
523,0.9296169228756842
785,0.782581939851338
270,0.056136103416210004
491,0.8527280198757112
207,0.22554132992573261
538,0.37691416473637196
583,0.46173281361238216
59,0.48090600075306966
429,0.4351803992553568
984,0.9373532942158644
656,0.7060190076640246
604,0.6311706459567064
308,0.049842027782941556
519,0.9039133302603747
590,0.9093901920083962
26,0.7802130634301023
685,0.007029203813619156
561,0.057280251077623356
198,0.22522370226848976
386,0.1313494081449067
348,0.39883602970372944
959,0.9226230580877897
939,0.4720604341969983
692,0.01340262643216561
535,0.282745689578762
827,0.04459490837296154
377,0.03628762261350216
898,0.27571985309555225
915,0.2756123386789454
557,0.787126602601604
526,0.9748346527811119
152,0.3712070938899983
733,0.4288868788610386
205,0.8447894362860214
454,0.2681390200955134
272,0.15638180440344795
893,0.8530896234036505
235,0.046500586440065494
851,0.6196994401994157
739,0.5619928474668068
520,0.34592044750169426
677,0.315189521097359
943,0.7718577261816213
955,0.08642461076254648
830,0.2367843093113854
725,0.7324487318380898
500,0.5483205837264242
116,0.1279882085335864
385,0.8821356142820601
343,0.39344784656359155
583,0.8278683753221728
394,0.7877130155277087
63,0.624425446471728
716,0.49448113129509297
720,0.9795508403817569
71,0.14496507237981704
788,0.7251557275511148
273,0.191190701464789
989,0.3382631053323484
319,0.30869874337319525
337,0.947035987738723
365,0.9673561777882752
494,0.18301544423472715
606,0.022035160297504186
165,0.7200080396631131
543,0.41798993387048433
10,0.08884024508756438
300,0.6837541055770425
728,0.5451055282606997
800,0.980516822001106
101,0.22740949586137893
424,0.40397787632654825
391,0.5425458033954229
778,0.7916999884533517
213,0.5488386567200587
690,0.6129001608619492
87,0.22614705158994075
552,0.8469187280885598
400,0.42863054697047576
587,0.14095962752176927
888,0.6641879145054174
45,0.2160904531853075
671,0.09756251023929974
462,0.8619869084042723
591,0.46016226448843967
309,0.7492837126957764
85,0.2905875598063551
91,0.7869701349176663
659,0.11193592702153032
672,0.3559733737948527
713,0.9780618179735285
935,0.7939897163680061
927,0.4972559303146882
241,0.3397774715618851
864,0.8721357000224765
1,0.5448477590845157
224,0.7584250178691111
800,0.754107680316164
744,0.01794567856849183
972,0.12625378279261346
925,0.6596293663947422
928,0.16161981128587144
588,0.2554933446556047
115,0.9466379541996072
665,0.5601822583749119
917,0.7507295069993472
102,0.5579807387826399
193,0.5525136147827252
165,0.0941519101256979
870,0.34366319260910305
89,0.2824308986865117
685,0.39072836561361324
121,0.7983441882243283
142,0.37193266791686486
993,0.4516968192316827
105,0.3973813904853165
886,0.0934079719752956
427,0.4410721582507837
304,0.19560927304451503
871,0.18672329577304148
970,0.09403610443426635
316,0.35667097414176474
962,0.7574818847894174
634,0.27644169058339607
901,0.31234910188551357
8,0.6426746576724236
773,0.19584081258691888
72,0.8969579304235343
358,0.5201905232515545
222,0.44760294032021697
415,0.5578201919292014
552,0.16603431341619546
369,0.6134731386391763
715,0.36310073663401043
263,0.8971863409646189
839,0.16885420667768614
689,0.507051103865441
859,0.598112629369018
317,0.03338360178638122
83,0.36369312475614024
317,0.7326352347008328
110,0.8203775074489733
250,0.31316199481728235
382,0.7985932723827512
6,0.9677558771033888
458,0.8568739360750941
83,0.1176439881593252
207,0.7397303320855406
899,0.3196668324405447
389,0.9884159894120765
313,0.4853589831598871
21,0.12243389835894103
409,0.7251855480273908
894,0.32301119838621384
514,0.9970781570816617
126,0.9797824578545219
808,0.6561340180205807
699,0.12982644895171758
873,0.6868609976750291
13,0.0930304864600272
970,0.029364159102392318
977,0.8229584462214861
11,0.20975294768368136
86,0.3790271262190974
523,0.9734573899761731
908,0.33684050186110326
536,0.29648978128331527
300,0.9182079996227752
242,0.11074844531895811
121,0.7595824101146318
146,0.988065566652774
566,0.9012960107746488
749,0.6516679187064259
355,0.314060794992732
684,0.2543219811783167
903,0.8192551048714611
732,0.8798219139516953
630,0.5254349125456929
308,0.24433994078646615
694,0.11294320841117356
287,0.08717946783183117
306,0.7190774473538556
811,0.42011872784772497
593,0.9053598742778703
965,0.7396713007267637
913,0.1912604179145867
722,0.613777418815699
661,0.43550545439815935
548,0.5772497307686131
351,0.7380691233385172
311,0.8061958810037908
872,0.8437373264067243
58,0.2539748745720247
642,0.031115599917357684
923,0.7392947351647732
713,0.1063437262557746
754,0.31491958861296765
34,0.0038171341243471435
444,0.6816694824016201
92,0.16713201147122125
949,0.6552824096916582
958,0.9917426171678388
206,0.07267087161001629
352,0.07707801195146069
902,0.3403800926666749
331,0.866386514251342
816,0.21552986879133185
861,0.36037781993034756
724,0.06850540662697957
158,0.7631552912588894
953,0.4083063427594511
956,0.7592487330608428
23,0.9036078443467951
403,0.23276314710128876
804,0.8073960303399513
515,0.059093890078253275
731,0.8988473881802473
363,0.6507685475587474
381,0.8742267241383516
531,0.00018839955658189744
955,0.1690810703559925
151,0.3897593874264921
561,0.3795029033747186
688,0.22673038292351066
946,0.3816119398672001
607,0.12884871200025483
616,0.41276112926602604
419,0.8023543291592642
249,0.4790700631033512
116,0.018000088945214987
865,0.4214440415792474
511,0.027175016090844162
739,0.9662434107067982
577,0.12745395942286897
334,0.7076883263306187
417,0.9727763228920858
931,0.8260390516665719
773,0.6993153751262037
294,0.8394609095007669
937,0.9817986932606276
754,0.6213444972535296
370,0.5591848068293265
185,0.6282381104632814
245,0.532675886761555
636,0.6350891059097188
267,0.44984220797255925
642,0.2184431828833071
236,0.12024722651167563
529,0.0683409355322604
551,0.2633157837532001
20,0.046123564335733835
910,0.5671707799193856
736,0.2838284470235203
866,0.8245348080870322
793,0.07424087298838644
519,0.22635149434148594
99,0.7302461470901459
751,0.5988082963834914
477,0.06449127124916754
598,0.8772394571622004
297,0.8772617628261795
939,0.33040800387577385
525,0.3404058433495647
333,0.9890283583501739
1,0.6261761715931382
374,0.5313165205680591
292,0.8381521835519244
836,0.28529033835731643
933,0.4291825933963569
552,0.26777667548833417
317,0.7891608465887314
501,0.573349345635218
827,0.6588250701400705
380,0.25230724983940656
622,0.2202253013773151
13,0.4883746289829387
503,0.7375657490928268
230,0.5252397575201602
984,0.032645677545668605
83,0.8685515063202888
129,0.06468689351513157
742,0.9558244837207522
837,0.025141958277272725
144,0.6944504561307088
890,0.08220706371178166
856,0.9106765794351396
27,0.4644332362255428
65,0.1375237748170154
162,0.3408156997898466
228,0.16482467534676204
260,0.17058191155709002
448,0.9481083201714422
423,0.44524611228478816
459,0.7888022639053596
951,0.6396055611776819
675,0.6764263623383923
300,0.13169343847203852
918,0.23418444681548567
302,0.7867503351544369
286,0.970766206474783
394,0.2626756425986517
9,0.27156876475103986
706,0.47289713281090484
629,0.9838403128554378
269,0.26895894582647106
591,0.4069719096342639
969,0.8914800156235068
604,0.0029210326213620075
777,0.03976596498856955
843,0.6040716770712192
861,0.907380164712847
360,0.23885666040192766
256,0.469641774680709
132,0.4504653016578183
275,0.47297134609551017
775,0.6225196957297452
682,0.46974376299068377
971,0.4474681413224578
512,0.4742884204312605
312,0.5908674412710415
575,0.5370074883513584
885,0.8541359976505043
979,0.049496853493666615
283,0.8333170714730125
120,0.843924612611724
106,0.28490802153096084
932,0.46285195501585064
686,0.4385384885374355
996,0.2185098343541303
203,0.39679684708631646
164,0.044387772170854434
304,0.27782207278173443
496,0.8166821754507181
631,0.28456230176289754
555,0.8182066687482475
823,0.5315994646044309
155,0.87986267736116
366,0.5747795542644152
718,0.029668223064739818
901,0.6754202075470892
619,0.04485356802356866
250,0.450597018983134
956,0.929426694473114
915,0.16520393933785016
881,0.3898723529415441
333,0.7298603088484784
641,0.8822585560948476
968,0.6709430047425079
510,0.2581732541911692
292,0.6746078529162162
19,0.29672764110409
281,0.7184292298187352
796,0.9540331275850406
0,0.7213934511062883
118,0.8628805029124124
34,0.002103843175883413
197,0.7175721247315944
484,0.8295875568652503
756,0.04055873754468142
58,0.8715977272882306
836,0.25669422831004585
160,0.6652921019780552
690,0.8003548790234066
205,0.6626645130593555
11,0.09228479207325724
489,0.5963215188603683
275,0.5495836567221436
692,0.9003212680742715
241,0.4042397296442092
215,0.3210810970870501
250,0.7498507644364663
810,0.41267532608339663
125,0.646096175005063
993,0.646450090124607
216,0.8880390643601178
305,0.5986924023190974
796,0.5021536099619869
184,0.138871326396517
38,0.11573760667870536
222,0.1543215652830794
183,0.17184848132709452
494,0.6378770926636339
426,0.7409812502745785
177,0.5299915229264187
918,0.829017732545491
427,0.9912632267336332
293,0.820012629119356
851,0.6948823736759592
150,0.5324926994371466
383,0.4488530716747082
637,0.08439238054454234
812,0.39936874839469094
307,0.9101346367821342
335,0.8080226299065529
945,0.2160513650116872
745,0.46660778469721587
891,0.8167232025585446
374,0.06738455478552252
7,0.3873925856686593
340,0.8518412368739476
128,0.40389786417012374
775,0.07761464473144086
668,0.5425343685322515
351,0.8617424949182954
357,0.5902855429531597
516,0.2262791082142318
494,0.38423962013738133
85,0.4501233611819322
174,0.5792663538205268
801,0.759351025752613
192,0.0988736176406354
310,0.8896520330175663
118,0.01230970301607559
217,0.37005233467425525
426,0.027420309972657653
969,0.39297422534529125
413,0.5258125988733238
113,0.5116813865815117
977,0.16562834702826534
144,0.6457405100956123
537,0.04477845050466822
647,0.7619068201324154
302,0.9466444339935463
743,0.3397688271511179
880,0.5172393817143319
587,0.3789102780588144
986,0.006710390304059954
839,0.38587450289511593
344,0.7917202592613465
813,0.5959888421834818
963,0.10125991461515893
800,0.847139489693785
0,0.5310853448852428
146,0.8417233617446761
286,0.5802215187850294
975,0.5596884448379399
653,0.10525918519701238
52,0.16735973313862795
303,0.9720252564965911
68,0.22848674675477076
360,0.9774521179903679
601,0.5319127065242634
957,0.13578904706393713
219,0.09930220275369295
961,0.20886407070573998
703,0.9256373300253358
965,0.4141502243282268
574,0.39543426799291437
584,0.313206261070174
160,0.14706185056658838
680,0.48785119719240644
88,0.1300477825111387
687,0.8354802363823276
780,0.3703969862753065
584,0.37480356778179635
756,0.4740064284831559
588,0.4441277131657516
158,0.9948579730593216
488,0.5453811212183025
970,0.08820170378987069
323,0.60687734157693
609,0.15158429286987996
380,0.030937644731341973
101,0.9707421536772481
493,0.7735388915345639
643,0.9801089924137669
613,0.47787844802224244
18,0.5322575311489761
453,0.16833695591913023
481,0.24690742666758558
593,0.8385492149028282
396,0.35618564711759415
278,0.826814973796419
850,0.7090137242870318
364,0.1771709252718655
330,0.5074463661197421
640,0.6773873215187168
343,0.2350372148038251
821,0.8306885105200769
454,0.5448276575451868
600,0.1652420504426032
724,0.5829844261646024
654,0.999713804155914
64,0.15052149166341355
75,0.8167569301195281
710,0.20730900318755796
142,0.7823883294600873
916,0.7345779231214132
914,0.30048938560043237
827,0.3258231175644498
604,0.7925213919629192
472,0.46144551188731264
416,0.7308180287118088
304,0.14798414736583476
735,0.8525577819015535
496,0.7108847166823191
290,0.9069428088348339
939,0.13237237903497245
101,0.5930145003605977
985,0.5991205850403252
266,0.35346074054678245
866,0.4584664245692578
967,0.03798156328985347
621,0.745860038627012
973,0.549322479403174
841,0.057741051869173776
961,0.6807558929604856
941,0.4667820772311879
776,0.034461259425
2,0.9696077268480954
84,0.9491121430894405
793,0.5129024161471976
327,0.0936724207059102
815,0.7546212215985918
449,0.49193110010572905
453,0.3024474782893799
923,0.49141817752855677
628,0.5224441454054645
220,0.5627116990223392
153,0.44122371365532653
664,0.6057553031390567
11,0.9187347106063773
132,0.36226808709859115
993,0.7257164632199491
303,0.8944525568242322
292,0.4559792757599369
974,0.4434558363819041
299,0.6021169853547795
739,0.5914067594224881
782,0.806589342326277
42,0.4764833837782927
943,0.9961229496394411
342,0.05947156886728078
325,0.0031678485807017376
813,0.6401983115596238
497,0.2984349123618767
363,0.2403823886994838
890,0.31189908000428046
426,0.2560475651049543
20,0.03079004966044785
406,0.9715330423905887
